title,author,letter,entry_number,title_length,author_last_name,genre_hints
The Double Marriage,John Fletcher,T,95,19,Fletcher,General Fiction
The Faithful Shepherdess,John Fletcher,T,83,24,Fletcher,General Fiction
The False One,John Fletcher,T,93,13,Fletcher,General Fiction
The Humorous Lieutenant,John Fletcher,T,85,23,Fletcher,General Fiction
The Island Princess,John Fletcher,T,87,19,Fletcher,General Fiction
The Laws of Candy,John Fletcher,T,99,17,Fletcher,General Fiction
The Little French Lawyer,John Fletcher,T,96,24,Fletcher,Children
The Lover's Progress,John Fletcher,T,100,20,Fletcher,Romance
The Loyal Subject,John Fletcher,T,88,17,Fletcher,General Fiction
The Mad Lover,John Fletcher,T,89,13,Fletcher,Romance
The Pilgrim,John Fletcher,T,90,11,Fletcher,General Fiction
The Prophetess,John Fletcher,T,94,14,Fletcher,General Fiction
The Sea Voyage,John Fletcher,T,91,14,Fletcher,General Fiction
The Spanish Curate,John Fletcher,T,92,18,Fletcher,General Fiction
The Two Noble Kinsmen,John Fletcher,T,82,21,Fletcher,General Fiction
The Wild Goose Chase,John Fletcher,T,84,20,Fletcher,General Fiction
The Quest for El Cid,Richard Fletcher,Q,83,20,Fletcher,General Fiction
Gone Girl,Gillian Flynn,G,14,9,Flynn,General Fiction
Everything Is Illuminated,Jonathan Safran Foer,E,5,25,Foer,General Fiction
Extremely Loud and Incredibly Close,Jonathan Safran Foer,E,4,35,Foer,General Fiction
The Guest List,Lucy Foley,G,93,14,Foley,General Fiction
Pillars of the Earth,Ken Follett,P,66,20,Follett,General Fiction
The Evening and the Morning,Ken Follett,E,26,27,Follett,General Fiction
The Key to Rebecca,Ken Follett,K,31,18,Follett,General Fiction
The Pillars of the Earth,Ken Follett,P,5,24,Follett,General Fiction
The Civil War,Shelby Foote,C,83,13,Foote,War/Military
The Endless Game,Bryan Forbes,E,75,16,Forbes,General Fiction
Johnny Tremain,Esther Forbes,J,60,14,Forbes,General Fiction
The Good Soldier,Ford Madox Ford,G,47,16,Ford,War/Military
Hotel on the Corner of Bitter and Sweet,Jamie Ford,H,55,39,Ford,General Fiction
Tis Pity She's a Whore,John Ford,T,68,22,Ford,General Fiction
Killers,Richard Ford,K,74,7,Ford,General Fiction
If I Stay,Gayle Forman,I,69,9,Forman,General Fiction
Just One Day,Gayle Forman,J,44,12,Forman,General Fiction
A Passage to India,E.M. Forster,A,41,18,Forster,General Fiction
A Room with a View,E.M. Forster,A,33,18,Forster,General Fiction
Howard's End,E.M. Forster,H,26,12,Forster,War/Military
Maurice,E.M. Forster,M,65,7,Forster,General Fiction
Day of the Jackal,Frederick Forsyth,D,78,17,Forsyth,General Fiction
The Fourth Protocol,Frederick Forsyth,F,85,19,Forsyth,General Fiction
The Vulnerable Planet,John Bellamy Foster,V,49,21,Foster,General Fiction
The Jane Austen Book Club,Karen Joy Fowler,J,32,25,Fowler,General Fiction
We Are All Completely Beside Ourselves,Karen Joy Fowler,W,65,38,Fowler,General Fiction
Z: A Novel of Zelda Fitzgerald,Therese Anne Fowler,Z,9,30,Fowler,General Fiction
The French Lieutenant's Woman,John Fowles,F,8,29,Fowles,General Fiction
The Widow's Children,Paula Fox,W,76,20,Fox,Children
Rat Race,Dick Francis,R,67,8,Francis,General Fiction
The Diary of Anne Frank,Anne Frank,D,45,23,Frank,General Fiction
The Diary of a Young Girl,Anne Frank,D,10,25,Frank,General Fiction
"Alas, Babylon",Pat Frank,A,91,13,Frank,General Fiction
Crossroads,Jonathan Franzen,C,86,10,Franzen,General Fiction
The Corrections,Jonathan Franzen,C,24,15,Franzen,General Fiction
The Corrections,Jonathan Franzen,T,44,15,Franzen,General Fiction
The Discomfort Zone,Jonathan Franzen,D,24,19,Franzen,General Fiction
Knight's Cross,David Fraser,K,88,14,Fraser,General Fiction
The Poisoner's Tale,Margaret Frazer,P,93,19,Frazer,General Fiction
Cold Mountain,Charles Frazier,C,8,13,Frazier,General Fiction
Corduroy,Don Freeman,C,95,8,Freeman,General Fiction
Broken Harbor,Tana French,B,80,13,French,General Fiction
In the Woods,Tana French,I,54,12,French,General Fiction
The Likeness,Tana French,L,53,12,French,General Fiction
The Interpretation of Dreams,Sigmund Freud,I,63,28,Freud,General Fiction
The Feminine Mystique,Betty Friedan,F,32,21,Friedan,General Fiction
From Beirut to Jerusalem,Thomas Friedman,F,50,24,Friedman,General Fiction
The World Is Flat,Thomas L. Friedman,W,43,17,Friedman,General Fiction
Indian Creek Chronicles,Pete Fromm,I,97,23,Fromm,General Fiction
Vengeance,Jeaniene Frost,V,51,9,Frost,General Fiction
Master Harold and the Boys,Athol Fugard,M,59,26,Fugard,General Fiction
Dragon Rider,Cornelia Funke,D,72,12,Funke,Fantasy
Sophie's World,Jostein Gaarder,S,55,14,Gaarder,General Fiction
Dragonfly in Amber,Diana Gabaldon,D,62,18,Gabaldon,Fantasy
Outlander,Diana Gabaldon,O,50,9,Gabaldon,General Fiction
The Fiery Cross,Diana Gabaldon,F,72,15,Gabaldon,General Fiction
The Cold War,John Lewis Gaddis,C,22,12,Gaddis,War/Military | Fantasy
The Recognitions,William Gaddis,R,57,16,Gaddis,General Fiction
American Gods,Neil Gaiman,A,22,13,Gaiman,Fantasy
Anansi Boys,Neil Gaiman,A,25,11,Gaiman,Fantasy
Coraline,Neil Gaiman,C,29,8,Gaiman,Fantasy
The Graveyard Book,Neil Gaiman,G,29,18,Gaiman,Fantasy
The Ocean at the End of the Lane,Neil Gaiman,O,13,32,Gaiman,Fantasy
The Sandman,Neil Gaiman,S,74,11,Gaiman,Fantasy
Good Omens,Terry Pratchett & Neil Gaiman,G,6,10,Gaiman,Fantasy
A Lesson Before Dying,Ernest J. Gaines,A,62,21,Gaines,General Fiction
Veronica,Mary Gaitskill,V,36,8,Gaitskill,General Fiction
The Forsyte Saga,John Galsworthy,F,35,16,Galsworthy,General Fiction
The Japanese Quince,John Galsworthy,J,65,19,Galsworthy,General Fiction
The Error World,Simon Garfield,E,98,15,Garfield,General Fiction
Cranford,Elizabeth Gaskell,C,34,8,Gaskell,General Fiction
Mary Barton,Elizabeth Gaskell,M,98,11,Gaskell,General Fiction
North and South,Elizabeth Gaskell,N,29,15,Gaskell,General Fiction
The Vesuvius Club,Mark Gatiss,V,64,17,Gatiss,General Fiction
Hunting and Gathering,Anna Gavalda,H,47,21,Gavalda,General Fiction
The Laundromat,Anna Gavalda,L,90,14,Gavalda,General Fiction
Bad Feminist,Roxane Gay,B,56,12,Gay,General Fiction
The Lighthouse Keeper's Daughter,Hazel Gaynor,L,37,32,Gaynor,General Fiction
Quest for Lost Heroes,David Gemmell,Q,94,21,Gemmell,General Fiction
Still Alice,Lisa Genova,S,51,11,Genova,General Fiction
Julie of the Wolves,Jean Craighead George,J,11,19,George,General Fiction
Playing with Fire,Tess Gerritsen,P,95,17,Gerritsen,General Fiction
The Keepsake,Tess Gerritsen,K,28,12,Gerritsen,General Fiction
The Future Is History,Masha Gessen,F,75,21,Gessen,Biography/History | Science Fiction
Nutmeg's Curse,Amitav Ghosh,N,78,14,Ghosh,General Fiction
The Great Derangement,Amitav Ghosh,G,85,21,Ghosh,General Fiction
The Shadow Lines,Amitav Ghosh,S,35,16,Ghosh,General Fiction
Sunset Song,Lewis Grassic Gibbon,S,18,11,Gibbon,Fantasy
The Prophet,Kahlil Gibran,P,26,11,Gibran,General Fiction
Katana,Cole Gibsen,K,18,6,Gibsen,General Fiction
Jinxed,Thomasina Gibson,J,97,6,Gibson,General Fiction
Neuromancer,William Gibson,N,6,11,Gibson,Romance
Virtual Light,William Gibson,V,66,13,Gibson,General Fiction
Zero History,William Gibson,Z,27,12,Gibson,Biography/History
Something Borrowed,Emily Giffin,S,82,18,Giffin,General Fiction
"Eat, Pray, Love",Elizabeth Gilbert,E,7,15,Gilbert,Romance
Herland,Charlotte Perkins Gilman,H,93,7,Gilman,General Fiction
Yellow Wallpaper,Charlotte Perkins Gilman,Y,3,16,Gilman,General Fiction
The Unexpected Mrs. Pollifax,Dorothy Gilman,U,26,28,Gilman,General Fiction
Valley Forge,Newt Gingrich,V,35,12,Gingrich,General Fiction
Blink,Malcolm Gladwell,B,95,5,Gladwell,General Fiction
Ultimatum,Matthew Glass,U,65,9,Glass,General Fiction
Quality Time,James Gleick,Q,38,12,Gleick,General Fiction
The Information,James Gleick,I,93,15,Gleick,General Fiction
Yugoslavia,Misha Glenny,Y,100,10,Glenny,General Fiction
Greengage Summer,Rumer Godden,G,87,16,Godden,General Fiction
Purple Cow,Seth Godin,P,54,10,Godin,General Fiction
Faust,Johann Wolfgang von Goethe,F,34,5,Goethe,General Fiction
The Sorrows of Young Werther,Johann Wolfgang von Goethe,S,76,28,Goethe,General Fiction
The Overcoat,Nikolai Gogol,O,39,12,Gogol,General Fiction
Bee Season,Myla Goldberg,B,82,10,Goldberg,General Fiction
Memoirs of a Geisha,Arthur Golden,M,10,19,Golden,Biography/History
Lord of the Flies,William Golding,L,1,17,Golding,General Fiction
Rites of Passage,William Golding,R,41,16,Golding,General Fiction
The Inheritors,William Golding,I,19,14,Golding,General Fiction
The Lion in Winter,James Goldman,L,59,18,Goldman,General Fiction
The Princess Bride,William Goldman,P,27,18,Goldman,General Fiction
Oblomov,Ivan Goncharov,O,64,7,Goncharov,General Fiction
The Water Will Come,Jeff Goodell,W,96,19,Goodell,General Fiction
The Cookbook Collector,Allegra Goodman,C,60,22,Goodman,General Fiction
The Night Villa,Carol Goodman,N,76,15,Goodman,General Fiction
Victoria,Daisy Goodwin,V,83,8,Goodwin,General Fiction
The Hill We Climb,Amanda Gorman,H,96,17,Gorman,General Fiction
The Queen's Vow,C.W. Gortner,Q,79,15,Gortner,General Fiction
The Physics of Sorrow,Georgi Gospodinov,P,58,21,Gospodinov,General Fiction
The Young Artists,Robert Gottlieb,Y,83,17,Gottlieb,General Fiction
The Flamingo's Smile,Stephen Jay Gould,F,29,20,Gould,General Fiction
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,W,99,71,Gourevitch,General Fiction
Kinsey Millhone Series,Sue Grafton,K,76,22,Grafton,General Fiction
Q is for Quarry,Sue Grafton,Q,17,15,Grafton,General Fiction
The Wind in the Willows,Kenneth Grahame,W,11,23,Grahame,General Fiction
The Distance Between Us,Reyna Grande,D,32,23,Grande,General Fiction
Killers of the Flower Moon,David Grann,K,15,26,Grann,General Fiction
The Lost City of Z,David Grann,L,85,18,Grann,General Fiction
X-Files: Goblins,Charles Grant,X,40,16,Grant,General Fiction
X-Files: Whirlwind,Charles Grant,X,42,18,Grant,General Fiction
The Tin Drum,Günter Grass,T,53,12,Grass,General Fiction
"I, Claudius",Robert Graves,I,52,11,Graves,General Fiction
"Men Are from Mars, Women Are from Venus",John Gray,M,45,39,Gray,General Fiction
Loving,Henry Green,L,62,6,Green,General Fiction
The Knot,Jane Green,K,83,8,Green,General Fiction
Looking for Alaska,John Green,L,14,18,Green,General Fiction
Paper Towns,John Green,P,21,11,Green,General Fiction
The Fault in Our Stars,John Green,F,3,22,Green,General Fiction
The Fault in Our Stars,John Green,F,25,22,Green,General Fiction
The Fault in Our Stars,John Green,T,7,22,Green,General Fiction
I Never Promised You a Rose Garden,Joanne Greenberg,I,45,34,Greenberg,General Fiction
The Elegant Universe,Brian Greene,E,6,20,Greene,General Fiction
The Fabric of the Cosmos,Brian Greene,F,68,24,Greene,General Fiction
Brighton Rock,Graham Greene,B,23,13,Greene,General Fiction
The End of the Affair,Graham Greene,E,17,21,Greene,General Fiction
The Power and the Glory,Graham Greene,P,64,23,Greene,General Fiction
The Quiet American,Graham Greene,Q,1,18,Greene,General Fiction
Undressing the Moon,T. Greenwood,U,61,19,Greenwood,General Fiction
Less,Andrew Sean Greer,L,72,4,Greer,General Fiction
The Kingmaker's Daughter,Philippa Gregory,K,19,24,Gregory,General Fiction
The Other Boleyn Girl,Philippa Gregory,O,19,21,Gregory,General Fiction
The Queen's Fool,Philippa Gregory,Q,47,16,Gregory,General Fiction
The Red Queen,Philippa Gregory,R,40,13,Gregory,General Fiction
The Virgin's Lover,Philippa Gregory,V,91,18,Gregory,Romance
The Blue Day Book,Bradley Trevor Greive,B,85,17,Greive,General Fiction
Riders of the Purple Sage,Zane Grey,R,22,25,Grey,General Fiction
Bronx Masquerade,Nikki Grimes,B,75,16,Grimes,General Fiction
Grimm's Fairy Tales,Brothers Grimm,G,45,19,Grimm,General Fiction
Under Cover of Darkness,James Grippando,U,53,23,Grippando,General Fiction
Rogue Lawyer,John Grisham,R,65,12,Grisham,General Fiction
The Broker,John Grisham,B,92,10,Grisham,General Fiction
The Client,John Grisham,C,25,10,Grisham,General Fiction
The Firm,John Grisham,F,18,8,Grisham,General Fiction
The King of Torts,John Grisham,K,49,17,Grisham,General Fiction
The Racketeer,John Grisham,R,91,13,Grisham,General Fiction
The Rain Maker,John Grisham,R,27,14,Grisham,General Fiction
The Reckoning,John Grisham,R,59,13,Grisham,General Fiction
The Runaway Jury,John Grisham,R,64,16,Grisham,General Fiction
Marley & Me,John Grogan,M,29,11,Grogan,General Fiction
Forrest Gump,Winston Groom,F,7,12,Groom,General Fiction
The Magicians,Lev Grossman,M,54,13,Grossman,Fantasy
Riding Lessons,Sara Gruen,R,50,14,Gruen,General Fiction
Water for Elephants,Sara Gruen,W,39,19,Gruen,General Fiction
Freedom Writers,Erin Gruwell,F,66,15,Gruwell,General Fiction
Ordinary People,Judith Guest,O,20,15,Guest,General Fiction
No Time to Spare,Ursula K. Le Guin,N,71,16,Guin,General Fiction
The Dispossessed,Ursula K. Le Guin,D,100,16,Guin,General Fiction
The Earthsea Cycle,Ursula K. Le Guin,E,34,18,Guin,General Fiction
The Lathe of Heaven,Ursula K. Le Guin,L,48,19,Guin,General Fiction
The Left Hand of Darkness,Ursula K. Le Guin,L,26,25,Guin,General Fiction
The Wizard of Earthsea,Ursula K. Le Guin,W,21,22,Guin,Fantasy
The Word for World Is Forest,Ursula K. Le Guin,W,94,28,Guin,General Fiction
Snow Falling on Cedars,David Guterson,S,19,22,Guterson,General Fiction
The Queen of Palmyra,Minrose Gwin,Q,61,20,Gwin,General Fiction
Homegoing,Yaa Gyasi,H,40,9,Gyasi,General Fiction
Knowledge and Human Interests,Jürgen Habermas,K,50,29,Habermas,General Fiction
Quoth the Raven,Jane Haddam,Q,100,15,Haddam,General Fiction
The Curious Incident of the Dog in the Night-Time,Mark Haddon,C,13,49,Haddon,General Fiction
The Curious Incident of the Dog in the Night-Time,Mark Haddon,T,33,49,Haddon,General Fiction
King Solomon's Mines,H. Rider Haggard,K,9,20,Haggard,General Fiction
The Righteous Mind,Jonathan Haidt,R,42,18,Haidt,General Fiction
The Midnight Library,Matt Haig,M,35,20,Haig,General Fiction
The Forever War,Joe Haldeman,F,96,15,Haldeman,War/Military
The Goose Girl,Shannon Hale,G,78,14,Hale,General Fiction
Roots,Alex Haley,R,6,5,Haley,General Fiction
The Well of Loneliness,Radclyffe Hall,W,19,22,Hall,General Fiction
The Electric Michelangelo,Sarah Hall,E,61,25,Hall,General Fiction
The Raw Shark Texts,Steven Hall,R,78,19,Hall,General Fiction
City on Fire,Garth Risk Hallberg,C,63,12,Hallberg,General Fiction
The Reluctant Fundamentalist,Mohsin Hamid,R,46,28,Hamid,General Fiction
The Federalist Papers,Alexander Hamilton,F,43,21,Hamilton,General Fiction
Edith Hamilton's Mythology,Edith Hamilton,E,53,26,Hamilton,General Fiction
The Queen of Dreams,Peter F. Hamilton,Q,71,19,Hamilton,General Fiction
The Maltese Falcon,Dashiell Hammett,M,22,18,Hammett,General Fiction
Q's Legacy,Helene Hanff,Q,42,10,Hanff,General Fiction
You Are Here,Thich Nhat Hanh,Y,66,12,Hanh,General Fiction
Zen and the Art of Saving the Planet,Thich Nhat Hanh,Z,51,36,Hanh,General Fiction
The Great Alone,Kristin Hannah,G,65,15,Hannah,General Fiction
The Nightingale,Kristin Hannah,N,65,15,Hannah,General Fiction
The Buddha's Brain,Rick Hanson,B,66,18,Hanson,General Fiction
Sapiens,Yuval Noah Harari,S,69,7,Harari,General Fiction
The Art of Fielding,Chad Harbach,A,48,19,Harbach,General Fiction
The Rose Labyrinth,Titania Hardie,R,55,18,Hardie,General Fiction
The Ethical Slut,Janet Hardy,E,97,16,Hardy,General Fiction
Jude the Obscure,Thomas Hardy,J,7,16,Hardy,General Fiction
Jude the Obscure,Thomas Hardy,J,26,16,Hardy,General Fiction
The Return of the Native,Thomas Hardy,R,21,24,Hardy,General Fiction
Chasing the Scream,Johann Hari,C,70,18,Hari,General Fiction
Dead Until Dark,Charlaine Harris,D,50,15,Harris,General Fiction
X-Files: Season 10,Joe Harris,X,60,18,Harris,General Fiction
X-Files: Season 11,Joe Harris,X,62,18,Harris,General Fiction
Uncle Remus,Joel Chandler Harris,U,49,11,Harris,Mystery/Crime
Free Will,Sam Harris,F,23,9,Harris,General Fiction
The End of Faith,Sam Harris,E,89,16,Harris,General Fiction
Red Dragon,Thomas Harris,R,13,10,Harris,Fantasy
The Silence of the Lambs,Thomas Harris,S,57,24,Harris,General Fiction
The Finder,Colin Harrison,F,86,10,Harrison,General Fiction
The English Major,Jim Harrison,E,93,17,Harrison,General Fiction
The Once and Future Witches,Alix E. Harrow,O,35,27,Harrow,Science Fiction
The King of Lies,John Hart,K,81,16,Hart,General Fiction
The Go-Between,L.P. Hartley,G,53,14,Hartley,General Fiction
The Hospital,Jan de Hartog,H,77,12,Hartog,General Fiction
Benediction,Kent Haruf,B,48,11,Haruf,General Fiction
Our Souls at Night,Kent Haruf,O,89,18,Haruf,General Fiction
Plainsong,Kent Haruf,P,45,9,Haruf,General Fiction
The Island of Lost Maps,Miles Harvey,I,88,23,Harvey,General Fiction
The Ecology of Commerce,Paul Hawken,E,77,23,Hawken,General Fiction
"Upstairs, Downstairs",John Hawkesworth,U,43,20,Hawkesworth,General Fiction
The Universe in a Nutshell,Stephen Hawking,U,12,26,Hawking,General Fiction
The Girl on the Train,Paula Hawkins,G,10,21,Hawkins,General Fiction
The House of Seven Gables,Nathaniel Hawthorne,H,29,25,Hawthorne,General Fiction
The Minister's Black Veil,Nathaniel Hawthorne,M,56,25,Hawthorne,General Fiction
The Scarlet Letter,Nathaniel Hawthorne,S,1,18,Hawthorne,General Fiction
Young Goodman Brown,Nathaniel Hawthorne,Y,4,19,Hawthorne,General Fiction
You Can Heal Your Life,Louise Hay,Y,30,22,Hay,General Fiction
The Dharma Road,Brian Haycock,D,93,15,Haycock,General Fiction
I Am Pilgrim,Terry Hayes,I,85,12,Hayes,General Fiction
The Year of the Locust,Terry Hayes,Y,85,22,Hayes,General Fiction
The Great Fire,Shirley Hazzard,G,30,14,Hazzard,General Fiction
The Good Soldier Švejk,Jaroslav Hašek,G,76,22,Hašek,War/Military
Queen of Kings,Maria Dahvana Headley,Q,66,14,Headley,General Fiction
Blue Highways,William Least Heat-Moon,B,35,13,Heat-Moon,General Fiction
What's Eating Gilbert Grape,Peter Hedges,W,23,27,Hedges,General Fiction
Stones from the River,Ursula Hegi,S,28,21,Hegi,General Fiction
Modoc,Ralph Helfer,M,74,5,Helfer,General Fiction
Catch-22,Joseph Heller,C,6,8,Heller,General Fiction
Closing Time,Joseph Heller,C,66,12,Heller,General Fiction
The Paper Palace,Miranda Cowley Heller,P,77,16,Heller,General Fiction
The Dog Stars,Peter Heller,D,48,13,Heller,General Fiction
The River,Peter Heller,R,85,9,Heller,General Fiction
Notes on a Scandal,Zoë Heller,N,57,18,Heller,General Fiction
The Children's Hour,Lillian Hellman,C,65,19,Hellman,Children
A Farewell to Arms,Ernest Hemingway,A,17,18,Hemingway,General Fiction
For Whom the Bell Tolls,Ernest Hemingway,F,6,23,Hemingway,General Fiction
Green Hills of Africa,Ernest Hemingway,G,51,21,Hemingway,General Fiction
In Our Time,Ernest Hemingway,I,66,11,Hemingway,General Fiction
The Old Man and the Sea,Ernest Hemingway,O,3,23,Hemingway,General Fiction
The Sun Also Rises,Ernest Hemingway,S,4,18,Hemingway,General Fiction
The Question of Bruno,Aleksandar Hemon,Q,16,21,Hemon,General Fiction
The Book of Unknown Americans,Cristina Henríquez,B,74,29,Henríquez,General Fiction
Dune,Frank Herbert,D,1,4,Herbert,General Fiction
Dune Messiah,Frank Herbert,D,57,12,Herbert,General Fiction
Zen and the Art of Archery,Eugen Herrigel,Z,97,26,Herrigel,General Fiction
Hiroshima,John Hersey,H,36,9,Hersey,General Fiction
Nasty Brutish and Short,Scott Hershovitz,N,27,23,Hershovitz,General Fiction
Narcissus and Goldmund,Hermann Hesse,N,12,22,Hesse,General Fiction
Siddhartha,Hermann Hesse,S,12,10,Hesse,General Fiction
Steppenwolf,Hermann Hesse,S,15,11,Hesse,General Fiction
Venetia,Georgette Heyer,V,89,7,Heyer,General Fiction
Kon-Tiki,Thor Heyerdahl,K,7,8,Heyerdahl,Children
Hoot,Carl Hiaasen,H,38,4,Hiaasen,General Fiction
October Sky,Homer Hickam,O,17,11,Hickam,General Fiction
The Keeper's Son,Homer Hickam,K,85,16,Hickam,General Fiction
The Reason I Jump,Naoki Higashida,R,61,17,Higashida,General Fiction
The Queen of Last Hopes,Susan Higginbotham,Q,63,23,Higginbotham,General Fiction
The Price of Salt,Patricia Highsmith,P,57,17,Highsmith,General Fiction
Seabiscuit,Laura Hillenbrand,S,56,10,Hillenbrand,General Fiction
Unbroken,Laura Hillenbrand,U,17,8,Hillenbrand,General Fiction
Lost Horizon,James Hilton,L,44,12,Hilton,General Fiction
Kes,Barry Hines,K,66,3,Hines,General Fiction
Vampire Knight,Matsuri Hino,V,79,14,Hino,General Fiction
The Outsiders,S.E. Hinton,O,9,13,Hinton,General Fiction
The Return,Victoria Hislop,R,56,10,Hislop,General Fiction
The Kiss Quotient,Helen Hoang,K,51,17,Hoang,General Fiction
Dragon Keeper,Robin Hobb,D,89,13,Hobb,Fantasy
The Queen's Bastard,Robin Hobb,Q,97,19,Hobb,General Fiction
The Imitation Game,Andrew Hodges,I,56,18,Hodges,General Fiction
The Unbecoming of Mara Dyer,Michelle Hodkin,U,88,27,Hodkin,General Fiction
Practical Magic,Alice Hoffman,P,67,15,Hoffman,Fantasy
The Dove Keepers,Alice Hoffman,D,30,16,Hoffman,General Fiction
The Museum of Extraordinary Things,Alice Hoffman,M,75,34,Hoffman,General Fiction
The Man Who Loved Only Numbers,Paul Hoffman,M,76,30,Hoffman,Romance
Zero to Infinity,Reid Hoffman,Z,93,16,Hoffman,General Fiction
You Must Be This Tall to Ride,B.J. Hollars,Y,68,29,Hollars,General Fiction
I Am David,Anne Holm,I,77,10,Holm,General Fiction
The Dress Lodger,Sheri Holman,D,28,16,Holman,General Fiction
The Age of Wonder,Richard Holmes,A,64,17,Holmes,General Fiction
The Unit,Ninni Holmqvist,U,86,8,Holmqvist,General Fiction
The Quality of Light,Tess Uriza Holthe,Q,45,20,Holthe,General Fiction
The Iliad,Homer,I,1,9,Homer,General Fiction
The Odyssey,Homer,O,5,11,Homer,General Fiction
Eleanor Oliphant Is Completely Fine,Gail Honeyman,E,27,35,Honeyman,General Fiction
The Great Game,Peter Hopkirk,G,69,14,Hopkirk,General Fiction
Under the Wide and Starry Sky,Nancy Horan,U,78,29,Horan,General Fiction
Fever Pitch,Nick Hornby,F,71,11,Hornby,General Fiction
Funny Girl,Nick Hornby,F,28,10,Hornby,General Fiction
High Fidelity,Nick Hornby,H,10,13,Hornby,General Fiction
A Thousand Splendid Suns,Khaled Hosseini,A,98,24,Hosseini,General Fiction
Khaled Hosseini's Mountains,Khaled Hosseini,K,61,27,Hosseini,General Fiction
The Kite Runner,Khaled Hosseini,K,1,15,Hosseini,General Fiction
The Kite Runner,Khaled Hosseini,K,17,15,Hosseini,General Fiction
The Kite Runner,Khaled Hosseini,K,71,15,Hosseini,General Fiction
The Kite Runner,Khaled Hosseini,T,10,15,Hosseini,General Fiction
The Psychology of Money,Morgan Housel,P,89,23,Housel,General Fiction
The Keeper,Tim Howard,K,57,10,Howard,General Fiction
Queen of the Orcs,Morgan Howell,Q,58,17,Howell,General Fiction
The Silo Series,Hugh Howey,S,50,15,Howey,General Fiction
Zero Sum Game,S.L. Huang,Z,31,13,Huang,General Fiction
Hereafter,Tara Hudson,H,75,9,Hudson,General Fiction
The Key,Kathryn Hughes,K,96,7,Hughes,General Fiction
The Letter,Kathryn Hughes,L,55,10,Hughes,General Fiction
Jazz,Langston Hughes,J,17,4,Hughes,General Fiction
The Iron Giant,Ted Hughes,I,28,14,Hughes,General Fiction
The Iron Man,Ted Hughes,I,68,12,Hughes,General Fiction
Les Misérables,Victor Hugo,L,8,14,Hugo,General Fiction
The Hunchback of Notre-Dame,Victor Hugo,H,30,27,Hugo,General Fiction
Americanization of Emily,William Bradford Huie,A,87,24,Huie,General Fiction
The Bone People,Keri Hulme,B,38,15,Hulme,General Fiction
The Lottery Rose,Irene Hunt,L,56,16,Hunt,General Fiction
Kind One,Laird Hunt,K,94,8,Hunt,General Fiction
The Invention of Everything Else,Samantha Hunt,I,74,32,Hunt,General Fiction
The Young Karl Marx,Tristram Hunt,Y,99,19,Hunt,General Fiction
Brave New World,Aldous Huxley,B,1,15,Huxley,General Fiction
The Doors of Perception,Aldous Huxley,D,58,23,Huxley,General Fiction
The Island,Aldous Huxley,I,48,10,Huxley,General Fiction
Unnatural Selection,Mara Hvistendahl,U,79,19,Hvistendahl,Children
The Quiet Girl,Peter Høeg,Q,8,14,Høeg,General Fiction
House of Sand and Fog,Andre Dubus III,H,28,21,III,General Fiction
A Doll's House,Henrik Ibsen,D,41,14,Ibsen,General Fiction
The Faith Club,Ranya Idliby,F,53,14,Idliby,General Fiction
The Dangerous Book for Boys,Conn Iggulden,D,81,27,Iggulden,General Fiction
The Falcon of Sparta,Conn Iggulden,F,74,20,Iggulden,General Fiction
The Quantum Spy,David Ignatius,Q,75,15,Ignatius,General Fiction
The Whale Rider,Witi Ihimaera,W,29,15,Ihimaera,General Fiction
Jar City,Arnaldur Indridason,J,57,8,Indridason,General Fiction
Voices,Arnaldur Indridason,V,80,6,Indridason,General Fiction
A Prayer for Owen Meany,John Irving,A,20,23,Irving,General Fiction
A Prayer for Owen Meany,John Irving,P,60,23,Irving,General Fiction
The Cider House Rules,John Irving,C,56,21,Irving,General Fiction
The Fourth Hand,John Irving,F,51,15,Irving,General Fiction
The World According to Garp,John Irving,W,25,27,Irving,General Fiction
Until I Find You,John Irving,U,29,16,Irving,General Fiction
Rip Van Winkle,Washington Irving,R,16,14,Irving,General Fiction
Genius,Walter Isaacson,G,28,6,Isaacson,General Fiction
The Berlin Stories,Christopher Isherwood,B,29,18,Isherwood,General Fiction
Klara and the Sun,Kazuo Ishiguro,K,56,17,Ishiguro,General Fiction
Never Let Me Go,Kazuo Ishiguro,N,3,15,Ishiguro,General Fiction
The Remains of the Day,Kazuo Ishiguro,R,12,22,Ishiguro,General Fiction
The Remains of the Day,Kazuo Ishiguro,T,49,22,Ishiguro,General Fiction
The Unconsoled,Kazuo Ishiguro,U,16,14,Ishiguro,General Fiction
When We Were Orphans,Kazuo Ishiguro,W,68,20,Ishiguro,General Fiction
The Snow Child,Eowyn Ivey,S,48,14,Ivey,General Fiction
The Haunting of Hill House,Shirley Jackson,H,74,26,Jackson,General Fiction
The Lottery,Shirley Jackson,L,45,11,Jackson,General Fiction
Incidents in the Life of a Slave Girl,Harriet Jacobs,I,64,37,Jacobs,Biography/History
The Death and Life of Great American Cities,Jane Jacobs,D,37,43,Jacobs,Biography/History
The Economy of Cities,Jane Jacobs,E,52,21,Jacobs,General Fiction
The Finkler Question,Howard Jacobson,F,89,20,Jacobson,General Fiction
Mariel of Redwall,Brian Jacques,M,41,17,Jacques,General Fiction
Redwall,Brian Jacques,R,24,7,Jacques,General Fiction
